departamento,habilitados,municipio,votantes,votos_no_marcados,votos_nulos,votacion
Santander,2081,Santa Barbara,37,2,0,consulta_inclusion_social_por_la_paz
Santander,3676,Carcasi,52,1,1,consulta_inclusion_social_por_la_paz
Valle,16777,Ginebra,1174,29,33,consulta_inclusion_social_por_la_paz
Atlantico,66764,Sabanalarga,8757,433,128,consulta_inclusion_social_por_la_paz
Casanare,10281,Mani,475,22,13,consulta_inclusion_social_por_la_paz
Sucre,9965,Buenavista,1335,50,5,consulta_inclusion_social_por_la_paz
Huila,10983,Tello,528,15,9,consulta_inclusion_social_por_la_paz
Antioquia,69099,Caucasia,4009,118,111,consulta_inclusion_social_por_la_paz
Valle,27834,Guacari,2932,122,86,consulta_inclusion_social_por_la_paz
San Andres,44427,San Andres,1398,104,23,consulta_inclusion_social_por_la_paz
Magdalena,8207,Santa Barbara De Pinto,938,26,7,consulta_inclusion_social_por_la_paz
Santander,8677,Oiba,349,11,12,consulta_inclusion_social_por_la_paz
Huila,4922,Paicol,214,4,5,consulta_inclusion_social_por_la_paz
Nariño,10321,Cordoba,1771,51,27,consulta_inclusion_social_por_la_paz
Boyaca,17634,Moniquira,1476,30,35,consulta_inclusion_social_por_la_paz
Risaralda,159074,Dosquebradas,9034,391,258,consulta_inclusion_social_por_la_paz
Casanare,1227,Recetor,117,3,2,consulta_inclusion_social_por_la_paz
Cordoba,86369,Lorica,15988,444,169,consulta_inclusion_social_por_la_paz
Consulados,286440,Venezuela,1216,321,21,consulta_inclusion_social_por_la_paz
Bolivar,62044,Turbaco,7851,270,109,consulta_inclusion_social_por_la_paz
Boyaca,2698,Somondoco,145,2,0,consulta_inclusion_social_por_la_paz
Sucre,43830,San Marcos,4253,180,73,consulta_inclusion_social_por_la_paz
Consulados,3674,Tailandia,7,0,0,consulta_inclusion_social_por_la_paz
Caldas,4897,San Jose,43,1,0,consulta_inclusion_social_por_la_paz
Boyaca,5774,Umbita,335,16,8,consulta_inclusion_social_por_la_paz
Huila,3087,Altamira,208,5,7,consulta_inclusion_social_por_la_paz
Huila,10498,La Argentina (plata Vieja),970,18,22,consulta_inclusion_social_por_la_paz
Cundinamarca,9500,Fomeque,390,8,5,consulta_inclusion_social_por_la_paz
Santander,4926,Capitanejo,72,1,2,consulta_inclusion_social_por_la_paz
Cundinamarca,11491,Subachoque,469,10,17,consulta_inclusion_social_por_la_paz
Nariño,5708,Contadero,857,24,9,consulta_inclusion_social_por_la_paz
Boyaca,5469,Sotaquira,293,6,3,consulta_inclusion_social_por_la_paz
Nariño,24048,Cumbal,4575,133,30,consulta_inclusion_social_por_la_paz
Nariño,22004,La Union,2496,103,39,consulta_inclusion_social_por_la_paz
Meta,23974,Puerto Lopez,1020,47,35,consulta_inclusion_social_por_la_paz
Consulados,4426,Libano,1,0,0,consulta_inclusion_social_por_la_paz
Boyaca,2734,San Miguel De Sema,101,7,2,consulta_inclusion_social_por_la_paz
Meta,1332,San Juanito,42,2,0,consulta_inclusion_social_por_la_paz
Sucre,16454,Galeras (nueva Granada),1323,47,10,consulta_inclusion_social_por_la_paz
Boyaca,6202,Maripi,130,15,4,consulta_inclusion_social_por_la_paz
Sucre,26847,Majagual,1748,105,16,consulta_inclusion_social_por_la_paz
Boyaca,1633,Panqueba,38,8,0,consulta_inclusion_social_por_la_paz
Meta,4981,Cubarral,153,17,5,consulta_inclusion_social_por_la_paz
Consulados,10851,Peru,125,0,0,consulta_inclusion_social_por_la_paz
Tolima,25798,Guamo,877,44,22,consulta_inclusion_social_por_la_paz
Magdalena,27615,Aracataca,3711,195,35,consulta_inclusion_social_por_la_paz
Antioquia,15345,Abejorral,146,16,2,consulta_inclusion_social_por_la_paz
Tolima,6886,Ambalema,321,21,6,consulta_inclusion_social_por_la_paz
Cesar,15682,Becerril,2533,57,20,consulta_inclusion_social_por_la_paz
Cundinamarca,21059,Pacho,810,35,27,consulta_inclusion_social_por_la_paz
Santander,1851,Hato,62,2,0,consulta_inclusion_social_por_la_paz
Cundinamarca,6946,Lenguazaque,161,5,7,consulta_inclusion_social_por_la_paz
Cesar,14386,Astrea,1513,120,24,consulta_inclusion_social_por_la_paz
Huila,262365,Neiva,30884,620,517,consulta_inclusion_social_por_la_paz
Sucre,8151,El Roble,2293,92,19,consulta_inclusion_social_por_la_paz
Valle,26857,La Union,815,35,16,consulta_inclusion_social_por_la_paz
Vichada,7284,La Primavera,199,9,7,consulta_inclusion_social_por_la_paz
Putumayo,16780,Villagarzon,2247,117,45,consulta_inclusion_social_por_la_paz
Guainia,173,Morichal (morichal Nuevo),16,0,0,consulta_inclusion_social_por_la_paz
Consulados,5536,Republica Dominicana,52,0,0,consulta_inclusion_social_por_la_paz
Cundinamarca,3726,Chaguani,131,9,7,consulta_inclusion_social_por_la_paz
Boyaca,5422,Soraca,344,14,5,consulta_inclusion_social_por_la_paz
Choco,10065,Alto Baudo (pie De Pato),1333,130,22,consulta_inclusion_social_por_la_paz
Choco,6809,Rio Quito (paimado),1174,92,23,consulta_inclusion_social_por_la_paz
Tolima,12688,Saldaña,398,9,13,consulta_inclusion_social_por_la_paz
Caldas,6918,Marmato,136,4,4,consulta_inclusion_social_por_la_paz
Caldas,13009,Viterbo,273,11,6,consulta_inclusion_social_por_la_paz
Valle,14488,Yotoco,582,24,15,consulta_inclusion_social_por_la_paz
Cauca,76456,Santander De Quilichao,8911,317,264,consulta_inclusion_social_por_la_paz
Santander,3731,Molagavita,54,7,2,consulta_inclusion_social_por_la_paz
Cauca,22653,Silvia,4469,379,103,consulta_inclusion_social_por_la_paz
Boyaca,3682,Sutatenza,195,14,7,consulta_inclusion_social_por_la_paz
Cauca,31283,Bolivar,6197,240,108,consulta_inclusion_social_por_la_paz
Sucre,19238,San Benito Abad,3071,187,21,consulta_inclusion_social_por_la_paz
Atlantico,80830,Malambo,11798,518,175,consulta_inclusion_social_por_la_paz
Magdalena,8475,Cerro De San Antonio,729,15,3,consulta_inclusion_social_por_la_paz
Nariño,6573,Alban (san Jose),665,30,17,consulta_inclusion_social_por_la_paz
Arauca,70975,Arauca,2231,92,49,consulta_inclusion_social_por_la_paz
Choco,4084,Rio Iro,210,14,5,consulta_inclusion_social_por_la_paz
Atlantico,20300,Campo De La Cruz,936,64,11,consulta_inclusion_social_por_la_paz
Consulados,41626,Canada,1231,54,3,consulta_inclusion_social_por_la_paz
Guainia,20794,Inirida,654,14,6,consulta_inclusion_social_por_la_paz
Antioquia,12366,San Rafael,164,14,7,consulta_inclusion_social_por_la_paz
Caldas,15619,Manzanares,142,12,4,consulta_inclusion_social_por_la_paz
Cundinamarca,3588,Venecia,187,3,3,consulta_inclusion_social_por_la_paz
Tolima,7728,Anzoategui,368,34,9,consulta_inclusion_social_por_la_paz
Cordoba,14734,Los Cordobas,1214,62,22,consulta_inclusion_social_por_la_paz
Tolima,7957,Prado,283,14,2,consulta_inclusion_social_por_la_paz
Consulados,4780,Puerto Rico,35,0,0,consulta_inclusion_social_por_la_paz
Cordoba,28813,San Andres De Sotavento,3264,154,45,consulta_inclusion_social_por_la_paz
Valle,19457,Bugalagrande,1783,31,42,consulta_inclusion_social_por_la_paz
Antioquia,4864,Belmira,45,2,3,consulta_inclusion_social_por_la_paz
Antioquia,20016,Caceres,636,34,13,consulta_inclusion_social_por_la_paz
Amazonas,4444,Puerto Nariño,332,21,3,consulta_inclusion_social_por_la_paz
Atlantico,7822,Usiacuri,726,20,12,consulta_inclusion_social_por_la_paz
Risaralda,31786,La Virginia,1097,27,31,consulta_inclusion_social_por_la_paz
Cauca,13924,Mercaderes,2443,119,36,consulta_inclusion_social_por_la_paz
Choco,8426,Unguia,369,39,5,consulta_inclusion_social_por_la_paz
Tolima,5133,Casabianca,96,4,3,consulta_inclusion_social_por_la_paz
Valle,9926,El Dovio,219,8,3,consulta_inclusion_social_por_la_paz
Nariño,7291,Ancuya,1163,32,15,consulta_inclusion_social_por_la_paz
Boyaca,4063,Gameza,197,8,1,consulta_inclusion_social_por_la_paz
Putumayo,11005,Puerto Guzman,1080,55,13,consulta_inclusion_social_por_la_paz
Cundinamarca,4761,Paime,135,6,2,consulta_inclusion_social_por_la_paz
Santander,10997,El Carmen,214,18,6,consulta_inclusion_social_por_la_paz
Magdalena,44058,Zona Bananera (sevilla),5091,326,128,consulta_inclusion_social_por_la_paz
Antioquia,328235,Bello,13793,488,419,consulta_inclusion_social_por_la_paz
Caldas,16379,Samana,231,19,11,consulta_inclusion_social_por_la_paz
Cundinamarca,22376,Guaduas,915,23,38,consulta_inclusion_social_por_la_paz
Nariño,9977,Chachagui,1460,64,27,consulta_inclusion_social_por_la_paz
Valle,8028,Versalles,173,4,5,consulta_inclusion_social_por_la_paz
Boyaca,8927,Combita,915,12,11,consulta_inclusion_social_por_la_paz
Cundinamarca,4304,Topaipi,145,9,1,consulta_inclusion_social_por_la_paz
Boyaca,3022,Topaga,242,3,5,consulta_inclusion_social_por_la_paz
Santander,1529,Aguada,30,4,1,consulta_inclusion_social_por_la_paz
Tolima,19775,Rovira,545,35,14,consulta_inclusion_social_por_la_paz
Sucre,13256,Guaranda,617,37,6,consulta_inclusion_social_por_la_paz
Meta,8319,Puerto Rico,584,47,16,consulta_inclusion_social_por_la_paz
Vichada,18731,Puerto Carreño,528,40,8,consulta_inclusion_social_por_la_paz
Nariño,5798,Arboleda (berruecos),645,21,10,consulta_inclusion_social_por_la_paz
Antioquia,14572,Tamesis,198,6,5,consulta_inclusion_social_por_la_paz
Antioquia,12132,Valdivia,107,4,3,consulta_inclusion_social_por_la_paz
Santander,30596,Lebrija,1210,40,28,consulta_inclusion_social_por_la_paz
Boyaca,2151,Briceño,85,19,4,consulta_inclusion_social_por_la_paz
Risaralda,6541,La Celia,184,7,5,consulta_inclusion_social_por_la_paz
Boyaca,5770,San Pablo De Borbur,173,7,5,consulta_inclusion_social_por_la_paz
Consulados,55,Grecia,1,0,0,consulta_inclusion_social_por_la_paz
Sucre,20750,Ovejas,5386,255,63,consulta_inclusion_social_por_la_paz
Consulados,27,Belice,4,0,0,consulta_inclusion_social_por_la_paz
Cordoba,20079,San Carlos,2017,145,39,consulta_inclusion_social_por_la_paz
Santander,1432,Palmar,48,1,0,consulta_inclusion_social_por_la_paz
Sucre,13367,Morroa,3312,111,39,consulta_inclusion_social_por_la_paz
Cauca,18997,Guapi,3206,264,72,consulta_inclusion_social_por_la_paz
Antioquia,35381,Andes,546,28,7,consulta_inclusion_social_por_la_paz
Choco,12897,Tado,1016,103,46,consulta_inclusion_social_por_la_paz
Cundinamarca,4235,Supata,130,5,8,consulta_inclusion_social_por_la_paz
Antioquia,6275,Caicedo,47,3,1,consulta_inclusion_social_por_la_paz
Huila,8025,Tesalia (carnicerias),302,19,9,consulta_inclusion_social_por_la_paz
Santander,5563,La Belleza,153,12,2,consulta_inclusion_social_por_la_paz
Huila,3292,Elias,174,15,6,consulta_inclusion_social_por_la_paz
Nariño,6403,Imues,1009,49,19,consulta_inclusion_social_por_la_paz
Sucre,26124,Since,3730,120,57,consulta_inclusion_social_por_la_paz
Consulados,3863,Nicaragua,15,0,0,consulta_inclusion_social_por_la_paz
Santander,9696,Charala,532,12,11,consulta_inclusion_social_por_la_paz
Cundinamarca,5529,Junin,216,11,8,consulta_inclusion_social_por_la_paz
Caldas,15510,Salamina,224,17,19,consulta_inclusion_social_por_la_paz
Santander,4176,La Paz,74,1,1,consulta_inclusion_social_por_la_paz
Boyaca,4995,Quipama,78,4,4,consulta_inclusion_social_por_la_paz
Antioquia,6156,Heliconia,68,2,1,consulta_inclusion_social_por_la_paz
La Guajira,7375,El Molino,976,12,28,consulta_inclusion_social_por_la_paz
Antioquia,13656,Cañasgordas,123,9,9,consulta_inclusion_social_por_la_paz
Cordoba,18335,Puerto Escondido,1807,178,24,consulta_inclusion_social_por_la_paz
Casanare,6893,Pore,287,19,10,consulta_inclusion_social_por_la_paz
Boyaca,2557,Viracacha,90,2,3,consulta_inclusion_social_por_la_paz
Nariño,6632,El Rosario,2028,102,20,consulta_inclusion_social_por_la_paz
Cundinamarca,6375,Tena,465,13,11,consulta_inclusion_social_por_la_paz
Caldas,15069,Palestina,250,12,14,consulta_inclusion_social_por_la_paz
Cordoba,56573,Montelibano,10522,352,154,consulta_inclusion_social_por_la_paz
Magdalena,13354,El Reten,2641,390,31,consulta_inclusion_social_por_la_paz
Casanare,7170,Hato Corozal,388,25,8,consulta_inclusion_social_por_la_paz
Cundinamarca,9516,Gachancipa,913,26,52,consulta_inclusion_social_por_la_paz
Norte De San,21805,Abrego,581,62,42,consulta_inclusion_social_por_la_paz
Cesar,290520,Valledupar,43855,924,736,consulta_inclusion_social_por_la_paz
Cundinamarca,10954,Ricaurte,544,17,19,consulta_inclusion_social_por_la_paz
Norte De San,7324,Ragonvalia,46,8,1,consulta_inclusion_social_por_la_paz
Tolima,23233,Honda,1095,48,54,consulta_inclusion_social_por_la_paz
Santander,23287,Puerto Wilches,1767,85,42,consulta_inclusion_social_por_la_paz
Cundinamarca,32085,Ubate,2257,52,104,consulta_inclusion_social_por_la_paz
Huila,4716,Nataga,260,18,8,consulta_inclusion_social_por_la_paz
Boyaca,7315,Muzo,192,9,3,consulta_inclusion_social_por_la_paz
Cauca,17003,Inza,2774,112,63,consulta_inclusion_social_por_la_paz
Risaralda,9520,Pueblo Rico,783,170,18,consulta_inclusion_social_por_la_paz
Antioquia,3198,San Jose De La Montaña,36,1,0,consulta_inclusion_social_por_la_paz
Nariño,7625,Puerres,1180,25,9,consulta_inclusion_social_por_la_paz
Boyaca,4923,Tasco,389,15,7,consulta_inclusion_social_por_la_paz
Bolivar,8444,Montecristo,355,40,3,consulta_inclusion_social_por_la_paz
Valle,15915,Riofrio,454,19,14,consulta_inclusion_social_por_la_paz
Santander,16486,Velez,1190,29,23,consulta_inclusion_social_por_la_paz
Tolima,7144,Villahermosa,203,15,7,consulta_inclusion_social_por_la_paz
Santander,5227,Tona,136,5,2,consulta_inclusion_social_por_la_paz
Caldas,2595,Marulanda,27,3,0,consulta_inclusion_social_por_la_paz
Magdalena,84057,Cienaga,17020,715,234,consulta_inclusion_social_por_la_paz
Cundinamarca,2657,Jerusalen,74,3,1,consulta_inclusion_social_por_la_paz
Vaupes,1466,Taraira,25,0,0,consulta_inclusion_social_por_la_paz
Cauca,8730,Rosas,1115,47,36,consulta_inclusion_social_por_la_paz
Risaralda,60931,Santa Rosa De Cabal,2695,93,77,consulta_inclusion_social_por_la_paz
Cundinamarca,5218,Susa,282,4,8,consulta_inclusion_social_por_la_paz
Guainia,312,Cacahual,2,0,0,consulta_inclusion_social_por_la_paz
Cauca,23800,Cajibio,2318,126,72,consulta_inclusion_social_por_la_paz
Magdalena,6992,Remolino,526,14,8,consulta_inclusion_social_por_la_paz
Choco,2588,Sipi,298,34,7,consulta_inclusion_social_por_la_paz
Huila,9066,Saladoblanco,315,30,9,consulta_inclusion_social_por_la_paz
Cundinamarca,9317,Nemocon,777,26,34,consulta_inclusion_social_por_la_paz
Santander,7475,Zapatoca,250,6,2,consulta_inclusion_social_por_la_paz
Valle,6397,Argelia,117,6,3,consulta_inclusion_social_por_la_paz
Amazonas,465,Miriti Parana,34,2,2,consulta_inclusion_social_por_la_paz
La Guajira,27266,Fonseca,5524,127,57,consulta_inclusion_social_por_la_paz
Santander,1460,Vetas,9,1,0,consulta_inclusion_social_por_la_paz
Valle,101984,Buga,8432,148,155,consulta_inclusion_social_por_la_paz
Tolima,8556,Alvarado,339,9,2,consulta_inclusion_social_por_la_paz
Norte De San,7853,San Cayetano,232,10,5,consulta_inclusion_social_por_la_paz
Magdalena,18404,Sitionuevo,1954,231,18,consulta_inclusion_social_por_la_paz
Santander,2251,Macaravita,66,11,2,consulta_inclusion_social_por_la_paz
Antioquia,11131,Jerico,133,11,7,consulta_inclusion_social_por_la_paz
Caqueta,5708,Solita,124,13,4,consulta_inclusion_social_por_la_paz
Putumayo,4764,San Francisco,745,10,9,consulta_inclusion_social_por_la_paz
Magdalena,28848,Pivijay,3537,116,50,consulta_inclusion_social_por_la_paz
Santander,1636,Cabrera,13,2,0,consulta_inclusion_social_por_la_paz
Cundinamarca,8997,Arbelaez,404,12,6,consulta_inclusion_social_por_la_paz
Norte De San,6188,Cucutilla,133,15,6,consulta_inclusion_social_por_la_paz
Boyaca,3057,Gachantiva,239,11,5,consulta_inclusion_social_por_la_paz
Choco,10644,Condoto,1653,98,44,consulta_inclusion_social_por_la_paz
Antioquia,6567,Briceño,74,8,1,consulta_inclusion_social_por_la_paz
Consulados,13831,Italia,168,2,1,consulta_inclusion_social_por_la_paz
Cundinamarca,5047,Guatavita,229,16,7,consulta_inclusion_social_por_la_paz
Cundinamarca,5757,Tausa,154,3,4,consulta_inclusion_social_por_la_paz
Valle,15169,Restrepo,549,15,10,consulta_inclusion_social_por_la_paz
Cesar,27477,Bosconia,3468,99,45,consulta_inclusion_social_por_la_paz
Choco,5300,Union Panamericana (las Animas,450,23,10,consulta_inclusion_social_por_la_paz
Huila,23993,San Agustin,1785,53,23,consulta_inclusion_social_por_la_paz
Putumayo,36385,Mocoa,7597,118,92,consulta_inclusion_social_por_la_paz
Boyaca,7536,Soata,364,10,6,consulta_inclusion_social_por_la_paz
Boyaca,5406,San Jose De Pare,189,12,3,consulta_inclusion_social_por_la_paz
Boyaca,1686,La Victoria,38,4,1,consulta_inclusion_social_por_la_paz
Boyaca,4339,Togui,131,3,3,consulta_inclusion_social_por_la_paz
Consulados,7560,Suiza,276,8,0,consulta_inclusion_social_por_la_paz
Sucre,23215,Tolu,6120,269,101,consulta_inclusion_social_por_la_paz
Santander,24276,Socorro,1416,29,27,consulta_inclusion_social_por_la_paz
Casanare,24078,Paz De Ariporo (moreno),1024,50,19,consulta_inclusion_social_por_la_paz
Santander,3302,Paramo,95,4,3,consulta_inclusion_social_por_la_paz
Caldas,39484,Villamaria,1643,39,60,consulta_inclusion_social_por_la_paz
Cundinamarca,4039,Quebradanegra,99,5,1,consulta_inclusion_social_por_la_paz
Cauca,19399,Miranda,3421,104,82,consulta_inclusion_social_por_la_paz
Magdalena,14502,Nueva Granada,1422,91,24,consulta_inclusion_social_por_la_paz
Caqueta,3988,Albania,187,9,3,consulta_inclusion_social_por_la_paz
Boyaca,1240,Sativasur,50,0,0,consulta_inclusion_social_por_la_paz
Magdalena,22621,Guamal,1748,58,14,consulta_inclusion_social_por_la_paz
Antioquia,22270,Amaga,333,21,15,consulta_inclusion_social_por_la_paz
Casanare,5976,San Luis De Palenque,161,11,4,consulta_inclusion_social_por_la_paz
Consulados,3749,Turquia,18,0,0,consulta_inclusion_social_por_la_paz
Boyaca,2287,Rondon,167,3,2,consulta_inclusion_social_por_la_paz
Antioquia,4808,Armenia,50,4,0,consulta_inclusion_social_por_la_paz
Caldas,10309,Belalcazar,177,5,0,consulta_inclusion_social_por_la_paz
Antioquia,67117,Sabaneta,2827,82,58,consulta_inclusion_social_por_la_paz
Cesar,10492,Gamarra,718,23,13,consulta_inclusion_social_por_la_paz
Antioquia,17675,Remedios,222,10,8,consulta_inclusion_social_por_la_paz
Antioquia,5865,Angelopolis,77,11,3,consulta_inclusion_social_por_la_paz
Cordoba,13948,Momil,2267,29,22,consulta_inclusion_social_por_la_paz
Boyaca,5898,Socota,339,15,6,consulta_inclusion_social_por_la_paz
Cundinamarca,82764,Girardot,6909,241,213,consulta_inclusion_social_por_la_paz
Tolima,5839,Falan,207,5,5,consulta_inclusion_social_por_la_paz
Boyaca,2540,La Capilla,147,1,1,consulta_inclusion_social_por_la_paz
Cundinamarca,6877,Apulo,220,8,6,consulta_inclusion_social_por_la_paz
Bolivar,8385,San Fernando,733,22,8,consulta_inclusion_social_por_la_paz
Santander,1200,Jordan,19,2,1,consulta_inclusion_social_por_la_paz
Sucre,16509,San Pedro,2618,52,19,consulta_inclusion_social_por_la_paz
Nariño,5212,La Tola,512,17,5,consulta_inclusion_social_por_la_paz
Consulados,119,Dinamarca,8,0,0,consulta_inclusion_social_por_la_paz
Nariño,14292,Guachucal,2549,80,21,consulta_inclusion_social_por_la_paz
Caqueta,11184,La Montañita,856,47,17,consulta_inclusion_social_por_la_paz
Cauca,15207,La Vega,2754,133,30,consulta_inclusion_social_por_la_paz
Cundinamarca,8551,San Francisco,441,8,7,consulta_inclusion_social_por_la_paz
Antioquia,10330,Granada,115,10,4,consulta_inclusion_social_por_la_paz
Cundinamarca,8654,Sasaima,278,10,9,consulta_inclusion_social_por_la_paz
Antioquia,26556,Taraza,376,27,2,consulta_inclusion_social_por_la_paz
Choco,8774,Atrato (yuto),1444,171,59,consulta_inclusion_social_por_la_paz
Cundinamarca,1970,Villagomez,91,6,1,consulta_inclusion_social_por_la_paz
Cesar,13808,Pelaya,939,37,12,consulta_inclusion_social_por_la_paz
Antioquia,1558619,Medellin,68716,1823,1333,consulta_inclusion_social_por_la_paz
Amazonas,616,Puerto Santander,23,0,0,consulta_inclusion_social_por_la_paz
Cundinamarca,5755,La Peña,92,12,2,consulta_inclusion_social_por_la_paz
Boyaca,3093,Chinavita,124,5,4,consulta_inclusion_social_por_la_paz
Antioquia,19693,San Pedro,259,15,10,consulta_inclusion_social_por_la_paz
Casanare,1641,Chameza,118,0,3,consulta_inclusion_social_por_la_paz
Meta,15503,Restrepo,884,25,10,consulta_inclusion_social_por_la_paz
Antioquia,56629,La Estrella,2040,90,68,consulta_inclusion_social_por_la_paz
Nariño,8491,Roberto Payan (san Jose),360,1,3,consulta_inclusion_social_por_la_paz
Cordoba,43564,Cienaga De Oro,10887,451,189,consulta_inclusion_social_por_la_paz
Caldas,11437,Aranzazu,120,14,7,consulta_inclusion_social_por_la_paz
Cundinamarca,3157,Nimaima,81,1,2,consulta_inclusion_social_por_la_paz
Tolima,26514,Fresno,584,119,24,consulta_inclusion_social_por_la_paz
Valle,35618,Dagua,1526,93,57,consulta_inclusion_social_por_la_paz
Santander,24922,Barbosa,2310,45,44,consulta_inclusion_social_por_la_paz
Nariño,7348,Leiva,1831,87,26,consulta_inclusion_social_por_la_paz
Santander,4964,Matanza,177,16,4,consulta_inclusion_social_por_la_paz
Bolivar,17746,Calamar,1320,109,15,consulta_inclusion_social_por_la_paz
La Guajira,116003,Riohacha,16458,447,235,consulta_inclusion_social_por_la_paz
Nariño,13939,Olaya Herrera,1337,110,36,consulta_inclusion_social_por_la_paz
Cundinamarca,42778,Cajica,4152,65,139,consulta_inclusion_social_por_la_paz
Antioquia,18390,Nechi,595,49,8,consulta_inclusion_social_por_la_paz
Antioquia,27509,Sonson,286,33,17,consulta_inclusion_social_por_la_paz
Sucre,10082,Palmito,1206,82,6,consulta_inclusion_social_por_la_paz
Cordoba,17610,Buenavista,1145,59,19,consulta_inclusion_social_por_la_paz
Antioquia,22490,Arboletes,1433,71,15,consulta_inclusion_social_por_la_paz
Cordoba,7815,San Jose De Ure,918,40,4,consulta_inclusion_social_por_la_paz
Norte De San,44915,Pamplona,3398,68,59,consulta_inclusion_social_por_la_paz
Cundinamarca,64721,Funza,7348,142,273,consulta_inclusion_social_por_la_paz
Cundinamarca,3089,Gama,78,7,2,consulta_inclusion_social_por_la_paz
Norte De San,10000,El Carmen,300,27,8,consulta_inclusion_social_por_la_paz
Tolima,7996,Coello,511,11,10,consulta_inclusion_social_por_la_paz
Consulados,3700,Malasia,3,0,0,consulta_inclusion_social_por_la_paz
Tolima,20294,Purificacion,1123,37,34,consulta_inclusion_social_por_la_paz
Antioquia,85238,Turbo,6123,336,172,consulta_inclusion_social_por_la_paz
Meta,16493,Cumaral,1056,37,41,consulta_inclusion_social_por_la_paz
Santander,3136,Surata,75,5,0,consulta_inclusion_social_por_la_paz
Guainia,368,Pana Pana (campo Alegre),18,1,0,consulta_inclusion_social_por_la_paz
Risaralda,21649,Belen De Umbria,478,22,17,consulta_inclusion_social_por_la_paz
Boyaca,41421,Chiquinquira,3600,71,104,consulta_inclusion_social_por_la_paz
Guainia,184,La Guadalupe,4,1,0,consulta_inclusion_social_por_la_paz
Antioquia,17970,San Juan De Uraba,805,36,10,consulta_inclusion_social_por_la_paz
Antioquia,12314,Sopetran,197,13,3,consulta_inclusion_social_por_la_paz
Santander,4723,Valle De San Jose,294,12,2,consulta_inclusion_social_por_la_paz
Antioquia,6443,Uramita,120,44,8,consulta_inclusion_social_por_la_paz
Antioquia,5405,Hispania,51,3,1,consulta_inclusion_social_por_la_paz
Norte De San,3823,Herran,45,5,2,consulta_inclusion_social_por_la_paz
Santander,1678,California,35,1,3,consulta_inclusion_social_por_la_paz
Cundinamarca,11589,Anapoima,479,20,12,consulta_inclusion_social_por_la_paz
Bolivar,10398,Hatillo De Loba,787,63,13,consulta_inclusion_social_por_la_paz
Bolivar,8478,Arroyo Hondo,585,74,6,consulta_inclusion_social_por_la_paz
Boyaca,92022,Sogamoso,12247,135,221,consulta_inclusion_social_por_la_paz
Choco,8608,Acandi,238,11,2,consulta_inclusion_social_por_la_paz
Casanare,108966,Yopal,7926,148,157,consulta_inclusion_social_por_la_paz
Antioquia,11044,San Luis,161,7,7,consulta_inclusion_social_por_la_paz
Antioquia,14159,San Carlos,207,24,8,consulta_inclusion_social_por_la_paz
Antioquia,40224,Barbosa,1080,66,28,consulta_inclusion_social_por_la_paz
Cauca,19963,Paez (belalcazar),3129,253,75,consulta_inclusion_social_por_la_paz
Casanare,16385,Tauramena,1003,43,37,consulta_inclusion_social_por_la_paz
Atlantico,37951,Galapa,4544,149,49,consulta_inclusion_social_por_la_paz
Tolima,15317,Lerida,1042,18,12,consulta_inclusion_social_por_la_paz
Nariño,95048,Ipiales,8720,247,200,consulta_inclusion_social_por_la_paz
Antioquia,6194,Peque,70,4,1,consulta_inclusion_social_por_la_paz
Nariño,5186,Gualmatan,795,10,13,consulta_inclusion_social_por_la_paz
Sucre,9181,Caimito,2283,135,29,consulta_inclusion_social_por_la_paz
Risaralda,12280,Santuario,172,12,6,consulta_inclusion_social_por_la_paz
Cundinamarca,13094,Villapinzon,558,31,15,consulta_inclusion_social_por_la_paz
Cundinamarca,4112,Pandi,289,10,5,consulta_inclusion_social_por_la_paz
Caqueta,32844,San Vicente Del Caguan,1327,62,28,consulta_inclusion_social_por_la_paz
Antioquia,4829,Caracoli,55,3,0,consulta_inclusion_social_por_la_paz
Antioquia,7249,Pueblorrico,56,1,1,consulta_inclusion_social_por_la_paz
Cauca,32281,Puerto Tejada,3786,156,174,consulta_inclusion_social_por_la_paz
Antioquia,33530,Guarne,1159,46,33,consulta_inclusion_social_por_la_paz
Huila,11710,Tarqui,516,28,10,consulta_inclusion_social_por_la_paz
Boyaca,5131,Boavita,136,3,2,consulta_inclusion_social_por_la_paz
Cauca,18253,Caloto,3024,112,71,consulta_inclusion_social_por_la_paz
Boyaca,10819,Villa De Leiva,923,12,12,consulta_inclusion_social_por_la_paz
Bolivar,17922,San Pablo,1269,70,20,consulta_inclusion_social_por_la_paz
Arauca,33644,Saravena,2192,125,57,consulta_inclusion_social_por_la_paz
Boyaca,5834,Firavitoba,435,6,5,consulta_inclusion_social_por_la_paz
Antioquia,12246,San Jeronimo,120,11,4,consulta_inclusion_social_por_la_paz
Santander,499506,Bucaramanga,42420,606,669,consulta_inclusion_social_por_la_paz
Consulados,4074,El Salvador,12,0,0,consulta_inclusion_social_por_la_paz
Norte De San,17682,Sardinata,466,44,12,consulta_inclusion_social_por_la_paz
Casanare,27471,Aguazul,1975,66,50,consulta_inclusion_social_por_la_paz
Bolivar,36016,Mompos,3664,205,40,consulta_inclusion_social_por_la_paz
La Guajira,16839,Albania,3623,186,62,consulta_inclusion_social_por_la_paz
Cordoba,22210,Tuchin,2005,54,28,consulta_inclusion_social_por_la_paz
Boyaca,3197,Jerico,96,4,3,consulta_inclusion_social_por_la_paz
